cod_sec;Renta neta media por persona;Renta neta media por hogar;pob_tot;prom_pers_hog
01001;26032;55934;1165;2,110507246
01002;18878;38385;983;1,931237721
01003;19309;40644;1870;2,034820457
01004;32105;65863;1297;2,071884984
01006;26540;51400;1718;1,917410714
01007;22671;44200;832;1,908256881
01008;23970;48841;800;1,995012469
01009;23012;44414;1367;1,895977809
01011;21367;41591;1104;1,920000000
01012;18611;38913;761;2,084931507
01013;16796;32052;1215;1,869230769
01014;19964;40316;1393;1,981507824
01015;21853;42673;1721;2,347885402
01016;21643;43084;1104;1,967914439
01018;22143;42049;1759;1,891397849
01019;22143;42110;1298;1,900439239
01020;18677;36183;1242;1,925581395
01021;21218;43603;1872;2,169177289
01022;18645;36992;1276;1,972179289
01023;16937;33875;1433;1,971114168
01024;19666;36018;1229;1,812684366
01025;21902;49280;1067;2,236897275
01026;21030;42594;1462;1,981029810
01027;22776;43544;1166;1,936877076
01028;18637;38599;1585;2,408814590
01029;18032;38225;1370;2,104454685
01030;13931;30475;1107;2,214000000
01031;13347;27080;1150;2,000000000
01032;19991;41687;2106;2,064705882
01033;16311;31686;1243;1,921174652
01034;12173;25529;1521;2,044354839
01035;14193;30744;1470;2,181008902
01036;15438;29934;1163;1,928689884
01037;15437;32372;1077;2,039772727
01038;13664;27718;1599;2,562500000
01039;15137;30708;1026;1,992233010
01040;15964;34120;837;2,146153846
01041;17089;34290;968;1,971486762
01042;16194;33616;1040;2,039215686
01043;13739;27654;1146;1,996515679
01045;18444;37065;1350;1,948051948
01046;17594;35904;1540;2,005208333
01047;15598;32111;2238;2,043835616
01048;14531;30585;1235;2,103918228
01049;14668;28256;1290;1,902654867
01050;14940;29566;1276;1,939209726
01051;13986;27445;1459;1,929894180
01053;18385;35694;1301;1,904831625
01054;15829;30700;898;1,918803419
01055;19583;37344;1009;1,900188324
01056;18070;36743;920;2,026431718
01057;21814;41554;1379;1,891632373
01058;20012;44298;731;2,182089552
01059;19212;37935;1537;1,955470738
01061;20666;41905;846;1,990588235
01062;20759;37931;951;1,818355641
01063;20766;42908;758;2,043126685
01064;24599;46541;804;1,891764706
01065;23275;44031;796;1,899761337
01066;17187;32852;1278;1,893333333
01067;19378;39410;1237;1,991948470
01068;22230;47516;829;2,051980198
01069;20351;36466;976;1,781021898
01071;26336;53795;798;2,078125000
01072;27854;56252;1543;1,965605096
01073;33647;72671;1797;2,129146919
01074;23679;47420;1693;1,926052332
01075;19949;38782;1406;1,850000000
01076;18567;37983;1447;1,984910837
01077;27584;55764;1300;2,024922118
01079;26143;50429;1497;1,946684005
01081;21853;42290;1605;1,868451688
01082;22934;44943;1745;2,005747126
01084;33717;67156;1550;1,927860697
01087;32704;74090;1422;2,214953271
01088;29968;59663;1302;2,218057922
01089;24923;47801;1455;1,947791165
01090;26790;55059;891;2,205445545
01091;21265;41127;1046;1,898366606
01092;21233;39687;738;1,835820896
01093;19801;37558;1517;1,856793146
01094;21932;41501;1566;1,926199262
01095;21216;40322;1456;1,857142857
01096;17232;35782;1089;1,987226277
01097;19041;35606;1428;1,835475578
01098;18330;33682;1157;1,845295056
01099;17445;33090;1288;1,874818049
01100;20334;36024;1156;1,746223565
01101;18843;36046;1266;1,867256637
01102;19072;38480;1205;1,988448845
01103;29758;57451;1379;1,972818312
01104;19208;36138;1246;1,859701493
01105;24683;42569;1284;1,709720373
01106;27402;57088;1156;2,064285714
01107;26632;56700;1208;2,075601375
01108;23325;47257;1413;2,033093525
01109;20573;41415;958;1,987551867
01110;19355;38613;842;1,949074074
01111;21422;40623;937;1,833659491
01112;20566;42025;1209;1,991762768
01113;19702;40636;1148;2,024691358
01114;20991;41955;1663;1,970379147
01115;20584;42397;1078;2,033962264
01116;19113;37770;1459;1,922266140
01117;19317;40866;1735;2,087845969
01118;18255;35923;893;1,937093275
01119;15819;32189;1256;2,195804196
01120;19357;37785;845;1,877777778
01121;18356;37801;1849;2,007600434
01123;21810;45246;788;1,974937343
01124;21271;47491;798;2,192307692
02001;21479;42210;1158;1,949494949
02002;19810;38745;1432;1,950953678
02003;21400;50831;1141;2,357438017
02004;20612;51661;994;2,522842640
02005;20250;46680;795;2,284482759
02006;21628;50345;2103;2,341870824
02007;21194;56796;751;2,682142857
02008;19390;40914;1617;2,110966057
02009;27145;61307;1947;2,368613139
02010;20141;48083;1062;2,365256125
02011;22100;55656;1184;2,524520256
02013;23124;49344;1150;2,129629630
02014;20067;43006;1135;2,125468165
02015;20141;49087;1592;2,437978560
02016;24926;60304;1921;2,428571429
02017;22686;57586;1761;2,544797688
02018;25721;61763;2153;2,632029340
02019;27187;61585;1465;2,289062500
02020;23617;52834;1099;2,238289206
02021;19741;40520;1061;2,044315992
02022;17104;35276;1041;2,037181996
02023;19064;40125;1194;2,091068301
02024;21167;43432;1631;2,041301627
02025;17671;41373;804;2,317002882
02026;20607;41439;1306;2,003067485
02027;20480;46344;969;2,264018692
02028;15208;28423;910;1,849593496
02029;14315;29867;737;2,076056338
02030;20400;44616;1253;2,164075993
02031;22689;54166;1099;2,426048565
02032;21195;47572;617;2,219424460
02033;20063;45260;1252;2,243727599
02034;18609;44519;885;2,391891892
02035;17344;39725;986;2,277136259
02036;19247;43038;939;2,235714286
02037;21081;48365;1238;2,288354898
02038;17875;38475;994;2,146868251
02039;19450;43837;730;2,253086420
02040;19108;40688;1674;2,129770992
02041;17362;36427;1965;2,088204038
02042;17673;39469;1769;2,242078580
02043;16801;38424;1002;2,272108844
02044;15920;40858;1771;2,600587372
02045;15396;39658;1105;2,540229885
02046;14235;31051;1283;2,181972789
02047;13299;30909;1551;2,294378698
02048;16032;38657;1216;2,403162055
02049;22243;60931;1677;2,726829268
02050;15702;35020;1553;2,209103841
02051;21727;54106;1928;2,478149100
02052;24205;62888;1666;2,586956522
02053;22242;49775;1638;2,265560166
02054;19088;42279;1144;2,187380497
02055;18981;43298;1198;2,260377358
02056;18870;41523;1082;2,203665988
02057;16187;40132;1526;2,461290323
02058;17221;36542;1626;2,170894526
02059;18447;41652;720;2,278481013
02060;20173;45355;1327;2,256802721
02061;19276;39390;853;2,035799523
02062;16738;36845;1042;2,157349896
02063;18630;37535;1661;2,008464329
02064;19429;40956;1672;2,095238095
02065;20964;40622;1414;1,918588874
02066;22387;50448;2440;2,244710212
02067;15274;33618;1478;2,259938838
02068;15821;31888;1088;1,996330275
02069;19759;44706;870;2,259740260
02070;20212;42577;1300;2,100161551
02071;21763;47222;1391;2,149922720
02072;20910;43626;1652;2,075376884
02073;21689;45346;1772;2,092089728
02074;19605;40813;1706;2,060386473
02075;18600;42579;1901;2,279376499
02077;18840;39785;1131;2,106145251
02078;18683;40360;857;2,131840796
02079;19452;41938;1205;2,175090253
02080;20281;46371;913;2,335038363
02081;20387;43578;1121;2,115094340
02082;17871;37373;1186;2,077057793
02083;20120;52252;1949;2,623149394
02085;26407;66964;1202;2,519916143
02086;21532;48333;1290;2,227979275
02087;27422;66826;2140;2,479721900
02088;18783;43435;711;2,300970874
02089;22079;51856;1077;2,346405229
02090;20528;52617;1794;2,559201141
02091;23474;52913;1111;2,253549696
02092;23151;52138;1859;2,247883918
02093;19649;51761;1495;2,664884135
02094;28218;76405;1700;2,733118971
02095;25975;61649;1717;2,368275862
02096;28752;77989;1690;2,779605263
02097;22788;59460;1132;2,644859813
02098;23947;56639;1290;2,402234637
02099;21233;56289;2045;2,628534704
02100;23037;57286;1704;2,487591241
02101;26926;69071;1607;2,575320513
02102;23364;64946;1712;2,792822186
02103;27360;65228;2537;2,391140434
02104;25110;62457;1392;2,481283422
02105;22856;56606;1691;2,501479290
02106;24736;61366;2341;2,495735608
02107;26611;67916;1328;2,539196941
02108;28718;65021;965;2,265258216
02109;24781;55029;1405;2,233704293
02110;28345;70313;1606;2,501557632
02111;24213;55259;1321;2,277586207
02112;25278;64454;1518;2,559865093
02113;27159;76650;1639;2,845486111
02114;26266;54623;1156;2,098003630
03001;31094;74402;1675;2,396280401
03002;20319;43609;935;2,174418605
03003;23025;53645;906;2,317135550
03004;21211;43451;1004;2,020120724
03005;18292;37614;692;2,035294118
03006;23167;51403;2018;2,207877462
03007;16443;34571;985;2,078059072
03008;22474;45297;1060;2,011385199
03009;22858;50204;1000;2,197802198
03010;23895;51334;1029;2,143750000
03011;20388;44262;1035;2,147302905
03012;22769;50733;1003;2,214128035
03013;18627;41078;1003;2,194748359
03014;22118;50543;1222;2,284112150
03015;17850;41043;1054;2,306345733
03016;15584;33418;806;2,137931034
03017;22202;50388;1194;2,265654649
03018;20058;41131;1843;2,052338530
03019;24099;55172;1803;2,270780856
03020;19274;41307;1300;2,131147541
03021;20705;44337;1870;2,144495413
03022;16477;35101;1079;2,140873016
03023;20302;43752;943;2,143181818
03024;20263;47088;1232;2,302803738
03025;20322;40764;1415;1,998587571
03026;20999;46667;1724;2,256544503
03027;18087;40586;1215;2,237569061
03028;22581;53411;1437;2,332792208
03029;26411;66976;1610;2,547468354
03030;27090;75188;789;2,768421053
03031;22875;54563;1110;2,371794872
03032;23772;52861;1044;2,254859611
03033;22065;52579;1462;2,416528926
03034;25052;66741;1366;2,662768031
03035;25938;65771;1139;2,525498891
03036;26936;75150;894;2,793750000
03037;27424;78294;1319;2,848812095
03038;26214;73980;1049;2,812332440
03039;28753;81693;835;2,849829352
03040;27740;81268;790;2,925925926
03041;25940;61520;1138;2,356107660
03042;23476;56501;1139;2,402953586
03044;22783;57257;1172;2,536796537
03045;27421;68623;975;2,487244898
03046;29066;76266;910;2,607449857
03047;23131;55918;1648;2,496969697
03048;23590;57654;1135;2,500000000
03049;24241;60534;1811;2,480821918
03050;24611;51056;1372;2,069381599
03051;24843;59404;1101;2,367741935
03052;23318;55582;980;2,350119904
03053;20475;49089;1385;2,371575342
03054;26860;62922;1304;2,312056738
03055;18108;37873;942;2,038961039
03056;25477;64672;1106;2,479820628
03057;26503;64320;1077;2,414798206
03058;21933;45812;1197;2,067357513
03059;23890;55207;1143;2,276892430
03060;31225;68238;795;2,172131148
03061;20175;39509;852;1,910313901
03063;25968;59758;775;2,306547619
03064;27127;66033;942;2,427835052
03065;26922;64713;1474;2,396747967
03066;32377;74128;896;2,285714286
03067;32207;75383;1205;2,304015296
03069;34765;98221;1002;3,221864952
03070;34765;98221;689;2,409090909
03071;34765;98221;1373;2,292153589
03073;24572;61486;1638;2,463157895
03074;25528;60510;1098;2,361290323
03076;28418;69574;1025;2,452153110
03077;30216;79330;1607;2,600323625
03078;27793;73529;1487;2,627208481
03079;22552;50550;1260;2,234042553
03080;29274;84009;1793;2,864217252
03081;34765;98221;1833;3,070351759
03082;34765;98221;1401;2,882716049
03084;28929;78575;1523;2,700354610
03085;34552;88638;861;2,547337278
03086;25468;61075;1023;2,395784543
03087;29771;78539;1671;2,631496063
03088;23552;54344;634;2,313868613
03089;25354;65323;1786;2,595930233
03090;27359;75944;1103;2,764411028
03091;28114;77556;1605;2,748287671
03092;29351;76369;2190;2,610250298
03093;29100;79278;1170;2,727272727
03094;26453;77188;781;2,903345725
03095;25765;61720;1840;2,443559097
03096;26986;65669;1942;2,448928121
03097;21111;55959;1297;2,707724426
03098;20779;46471;1909;2,237983587
03099;22133;46654;1425;2,142857143
03100;24404;57880;1211;2,426853707
03101;25799;64590;1378;2,547134935
04001;34765;96370;1074;2,011235955
04002;34765;98221;1048;2,392694064
04003;34765;87454;820;2,234332425
04004;34765;98221;988;2,445544554
04005;34765;98221;780;2,267441860
04006;34765;98221;964;2,211009174
04007;34765;90124;1356;2,102325581
04008;29288;63616;1090;1,981818182
04009;34765;91396;1765;2,690548780
04010;34765;98221;775;2,654109589
04011;34765;87170;1444;2,325281804
04012;34765;98221;1277;2,382462687
04013;34765;98221;880;2,365591398
04014;31854;73442;1183;2,270633397
04015;33963;79379;1260;2,254025045
04016;30348;69736;1374;2,198400000
04017;27316;61341;1321;2,169129721
04018;28291;63642;1231;2,238181818
04019;27989;62678;720;2,201834862
04020;25072;53746;768;2,104109589
04021;26339;57918;837;2,146153846
04023;28671;62197;859;2,079903148
04024;21256;44554;1273;2,030303030
04025;23821;49331;917;2,079365079
04026;25149;57208;870;2,236503856
04027;21198;49770;1531;2,305722892
04028;23555;49563;1418;2,064046579
04029;30858;72813;1418;2,351575456
04030;29436;67611;1391;2,261788618
04031;28961;69754;877;2,370270270
04032;20746;46751;836;2,217506631
04033;24137;56248;1081;2,304904051
04034;24213;58050;1592;2,337738620
04035;25382;54400;1445;2,100290698
04036;28587;65384;712;2,296774194
04037;24731;52994;805;2,124010554
04038;23704;52881;1112;2,264765784
04039;28621;60728;767;2,089918256
04040;29107;68229;754;2,327160494
04041;23851;52124;928;2,148148148
04042;34765;98221;1380;2,618595825
04043;24680;65205;1420;2,768031189
04044;27181;70055;1638;2,547433904
04045;22038;45948;1432;2,069364162
04046;24470;52448;608;2,118466899
04047;20391;47052;1057;2,282937365
04048;19944;44582;973;2,226544622
04049;21918;43870;1324;1,985007496
04050;18775;44158;732;2,323809524
04051;19431;43396;1331;2,214642263
04052;22330;47922;1077;2,145418327
04053;20343;42874;1206;2,119507909
04054;22582;54998;1272;2,422857143
04055;22892;49508;1638;2,163804491
04056;23435;53300;1536;2,245614035
04057;22063;47367;1151;2,151401869
04058;22400;49418;1231;2,202146691
04060;19803;43683;1303;2,186241611
04061;26297;65395;1435;2,465635739
04062;22823;52668;1354;2,409252669
04063;21206;49155;1513;2,353032659
04064;24356;51477;1093;2,110038610
04065;23794;52707;1639;2,194109772
04067;22975;49505;1131;2,133962264
04068;23863;55808;1041;2,318485523
04069;23235;53197;1596;2,333333333
04070;20599;46476;1280;2,388059701
04071;22884;53396;1152;2,451063830
04072;22976;54519;680;2,352941176
04073;24805;60683;1403;2,427335640
04074;23008;53585;1082;2,311965812
04075;27308;74485;972;2,692520776
04076;30937;90768;890;2,927631579
04077;27658;79138;1079;2,854497354
04078;28277;80059;671;2,831223629
04079;26912;74951;1075;2,770618557
04080;29829;87817;736;2,932270916
04081;31123;88644;1050;2,853260870
04082;26158;69126;845;2,608024691
04083;21672;57259;764;2,643598616
04084;23470;59686;770;2,508143322
04085;23072;52473;2334;2,259438529
04086;22857;47437;1548;2,135172414
04087;23867;50129;2406;2,077720207
04088;24446;51616;2048;2,098360656
04089;20604;41040;748;1,963254593
04090;21940;45618;1212;2,061224490
04091;19410;37302;1530;1,893564356
04092;23760;46755;946;1,938524590
04093;22706;50043;1272;2,193103448
04094;24406;57177;1447;2,326366559
04096;24875;54804;1504;2,154727794
04097;34765;93261;1045;2,396788991
04098;32228;78091;1310;2,430426716
04099;24754;57273;1108;2,265848671
04100;24345;60226;774;2,426332288
04101;23237;46018;881;1,957777778
04102;23074;48995;1169;2,193245779
04103;23848;47126;1234;1,943307087
04104;23320;50922;1144;2,162570888
04105;26981;60853;1089;2,245360825
04106;21980;48493;1111;2,174168297
04107;29708;74006;723;2,467576792
04108;24296;52138;933;2,096629213
04109;27995;65057;1601;2,287142857
04110;25121;56983;1153;2,278656126
04111;28155;73305;1774;2,567293777
04112;30655;68419;1243;2,154246101
04113;29264;67551;1173;2,327380952
04114;34765;98221;1464;2,656987296
04115;34765;98221;1805;2,954173486
04116;34765;94325;872;2,337801609
04117;34765;98221;840;2,470588235
04118;34765;98221;813;2,614147910
04119;34765;98221;1375;2,350427350
04120;34765;98221;922;2,752238806
04121;33986;89193;1183;2,605726872
04123;32275;76039;1475;2,269230769
04124;25204;51099;1040;1,911764706
04126;28673;66904;1419;2,263157895
04127;32320;73168;1167;2,252895753
04128;27707;61861;1784;2,131421744
04130;34765;98221;760;2,389937107
04131;25741;60823;1222;2,345489443
05001;27476;85315;1174;3,181571816
05002;34765;98221;1601;3,090733591
05003;34765;98221;1993;2,787412587
05004;34765;98221;1459;2,805769231
05005;34765;98221;1441;3,046511628
05006;34765;98221;1306;3,139423077
05007;34765;98221;1838;2,836419753
05008;34765;98221;1599;3,423982869
05009;34765;98221;1184;2,785882353
05010;34765;78733;876;2,190000000
05011;27040;61408;862;2,233160622
05012;29426;67019;1129;2,231225296
05013;33932;79379;812;2,306818182
05014;23377;51599;996;2,184210526
05015;27069;52606;1069;1,922661871
05016;21673;43666;848;2,019047619
05017;19770;40478;1329;2,035222052
05018;19541;40829;1239;2,078859060
05019;21347;47193;927;2,201900238
05020;21860;47994;1203;2,183303085
05021;18073;40466;736;2,216867470
05022;19735;46305;1394;2,331103679
05023;24485;58629;1400;2,376910017
05024;22242;51375;824;2,295264624
05025;23579;56283;1109;2,384946237
05026;23315;49673;1624;2,142480211
05027;22357;48916;1657;2,177398160
05028;18932;43512;1926;2,303827751
05029;18969;39909;1729;2,098300971
05030;19474;40175;1241;2,037766831
05031;21788;53566;1027;2,422169811
05032;19974;42520;1449;2,112244898
05033;25581;57834;2005;2,252808989
05034;25575;55167;1873;2,160322953
05035;23852;53324;1186;2,246212121
05036;25945;56977;1606;2,233657858
05037;31727;77893;1183;2,439175258
05038;31050;92371;1916;2,929663609
05039;27554;60579;1847;2,160233918
05040;20750;46883;730;2,225609756
05041;16269;38525;1170;2,378048780
05042;20038;43782;1396;2,188087774
05043;30142;64458;1196;2,190476190
05044;20563;42163;1701;2,069343066
05045;19657;44182;1697;2,235836627
05046;21087;46753;1687;2,188067445
05047;20108;44465;1600;2,197802198
05048;21581;50637;1114;2,350210970
05049;28268;69099;1124;2,448801743
05051;25201;60402;1378;2,417543860
05052;30085;78938;1439;2,684701493
05053;34765;98221;2127;3,069264069
05054;32509;83425;1557;2,539967374
05055;27034;66201;1496;2,424635332
05056;21845;50119;1435;2,288676236
05057;23089;53283;1151;2,288270378
05058;24301;56703;1833;2,338010204
05059;22529;49870;723;2,211009174
05060;23868;54700;1364;2,280936455
05061;31841;80217;2112;2,502369668
05062;32440;82389;1668;2,515837104
05063;28624;90201;862;3,111913357
05064;34765;98221;2199;2,691554468
05065;28261;57958;1145;2,026548673
05066;34765;98221;1317;2,660606061
05067;34765;95723;2339;2,738875878
05068;34765;98221;1788;2,945634267
05069;34765;98221;890;2,656716418
05070;34765;87238;1944;2,263096624
05072;34729;82316;1630;2,331902718
05073;34765;98221;1642;2,418262150
05074;34765;98221;1526;2,667832168
05075;34765;98221;1773;2,796529968
05076;34765;98221;2413;2,852245863
05077;34765;98221;1473;3,355353075
05078;34765;98221;889;3,013559322
05079;26594;62226;1885;2,304400978
05080;22624;51248;940;2,238095238
05081;31853;84890;2285;2,656976744
05082;34765;98221;2367;3,082031250
05083;25176;67920;2021;2,676821192
05084;30901;82785;1678;2,659270998
05085;34765;93117;1834;2,800000000
05086;25163;51115;1221;2,001639344
05087;26096;61520;1790;2,342931937
05088;27327;70982;832;2,575851393
05089;26613;72938;745;2,728937729
05090;22666;48730;934;2,147126437
05091;21267;50956;864;2,426966292
05092;16278;34641;1379;2,115030675
05094;25697;56436;1345;2,155448718
05095;30592;75008;1767;2,440607735
05096;22989;49433;1335;2,146302251
05097;34765;77105;1561;2,189340813
05098;21010;45248;1086;2,133595285
05099;24645;61389;1799;2,484806630
05100;33853;98221;2294;3,159779614
05101;25169;70316;1261;2,796008869
05102;29609;68799;881;2,318421053
05103;27282;78872;1264;2,885844749
05104;30406;87205;1283;2,851111111
06001;17598;41083;1276;2,320000000
06002;18192;40232;1018;2,189247312
06003;15246;32866;1547;2,136740331
06004;14064;33980;1190;2,380000000
06005;13245;34336;1105;2,581775701
06006;13571;34490;1020;2,531017370
06007;15731;36112;1058;2,295010846
06008;14707;33100;1048;2,229787234
06009;17241;42465;1145;2,441364606
06010;22506;51385;1658;2,283746556
06011;14789;38023;1303;2,559921415
06012;13998;35891;970;2,526041667
06013;13057;32798;1082;2,493087558
06014;15843;39051;1136;2,448275862
06015;13162;33586;1248;2,552147239
06016;13562;33718;1858;2,470744681
06017;12778;31903;1139;2,486899563
06018;15157;37164;1435;2,440476190
06019;12217;31857;2334;2,573318633
06021;13301;33578;2091;2,477488152
06023;19178;49381;1173;2,555555556
06024;22163;43545;695;1,963276836
06025;15280;35386;1071;2,288461538
06026;19477;42286;1023;2,140167364
06027;26595;54104;1212;2,023372287
06028;32100;85701;1478;2,597539543
06029;31297;55539;1604;1,764576458
06031;25615;61455;1126;2,390658174
06032;18089;38085;1050;2,112676056
06033;15912;40702;1551;2,505654281
06034;18113;39191;901;2,115023474
06035;14800;36258;1617;2,431578947
06036;17477;37860;1035;2,151767152
06037;18359;39397;1127;2,122410546
06038;30933;72266;825;2,323943662
06039;27265;75688;899;2,749235474
06040;32187;86835;1125;2,684964200
06041;22846;49590;1769;2,154689403
06042;17937;41291;2041;2,282997763
06043;19620;39647;1524;1,992156863
06044;26117;68048;1054;2,596059113
06045;24045;59897;1121;2,480088496
06046;32953;71094;1640;2,129870130
06048;31984;76133;950;2,369077307
06049;24352;57442;814;2,373177843
06050;22817;54690;618;2,395348837
06051;25391;63698;1171;2,486199575
06052;20923;45974;973;2,176733781
06053;18892;47285;1304;2,479087452
06054;21880;50982;1435;2,383720930
06056;16462;40078;2389;2,415571284
06057;20717;45433;1411;2,187596899
06058;24677;46153;1165;1,843354430
06059;30859;62002;1142;1,958833619
06060;21000;45590;926;2,158508159
06061;22758;51274;940;2,248803828
06062;33434;74601;2049;2,205597417
06063;34765;98221;1263;2,598765432
06064;34765;98221;704;2,782608696
06065;34765;89763;865;2,258485640
06066;23853;47742;1328;1,976190476
06067;19200;42153;1195;2,196691176
06068;17375;37620;1243;2,176882662
06069;16959;36635;1546;2,150208623
06070;25279;43968;1391;1,710947109
06071;29027;62957;1013;2,206971678
06072;20514;41732;2124;2,050193050
