estacion,fecha,numero
Avenida de la Ilustración,08/02/2024,4.717
Avenida de la Ilustración,09/02/2024,4.580
Avenida de la Ilustración,10/02/2024,2.689
Avenida de la Ilustración,11/02/2024,1.795
Lacoma,05/02/2024,3.417
Lacoma,06/02/2024,3.556
Lacoma,07/02/2024,3.680
Lacoma,08/02/2024,3.639
Lacoma,09/02/2024,3.600
Lacoma,10/02/2024,2.301
Lacoma,11/02/2024,1.457
Arroyofresno,05/02/2024,1.200
Arroyofresno,06/02/2024,1.192
Arroyofresno,07/02/2024,1.234
Arroyofresno,08/02/2024,1.208
Arroyofresno,09/02/2024,1.183
Arroyofresno,10/02/2024,578
Arroyofresno,11/02/2024,271
Pitis,05/02/2024,1.684
Pitis,06/02/2024,1.856
Pitis,07/02/2024,1.983
Pitis,08/02/2024,1.799
Pitis,09/02/2024,1.484
Pitis,10/02/2024,916
Pitis,11/02/2024,775
Estadio Metropolitano,05/02/2024,1.554
Estadio Metropolitano,06/02/2024,1.444
Estadio Metropolitano,07/02/2024,17.675
Estadio Metropolitano,08/02/2024,1.335
Estadio Metropolitano,09/02/2024,1.557
Estadio Metropolitano,10/02/2024,1.221
Estadio Metropolitano,11/02/2024,860
Barrio del Puerto,05/02/2024,2.965
Barrio del Puerto,06/02/2024,3.147
Barrio del Puerto,07/02/2024,4.958
Barrio del Puerto,08/02/2024,2.999
Barrio del Puerto,09/02/2024,3.215
Barrio del Puerto,10/02/2024,2.070
Barrio del Puerto,11/02/2024,1.095
Coslada Central,05/02/2024,7.153
Coslada Central,06/02/2024,7.431
Coslada Central,07/02/2024,10.616
Coslada Central,08/02/2024,7.126
Coslada Central,09/02/2024,6.684
Coslada Central,10/02/2024,4.360
Coslada Central,11/02/2024,2.827
La Rambla,05/02/2024,3.831
La Rambla,06/02/2024,4.052
La Rambla,07/02/2024,4.802
La Rambla,08/02/2024,3.994
La Rambla,09/02/2024,3.960
La Rambla,10/02/2024,2.636
La Rambla,11/02/2024,1.671
San Fernando,05/02/2024,4.238
San Fernando,06/02/2024,4.415
San Fernando,07/02/2024,5.176
San Fernando,08/02/2024,4.217
San Fernando,09/02/2024,4.447
San Fernando,10/02/2024,3.439
San Fernando,11/02/2024,1.884
Mar de Cristal,05/02/2024,10.869
Mar de Cristal,06/02/2024,11.454
Mar de Cristal,07/02/2024,11.555
Mar de Cristal,08/02/2024,11.365
Mar de Cristal,09/02/2024,11.053
Mar de Cristal,10/02/2024,6.559
Mar de Cristal,11/02/2024,4.190
Nuevos Ministerios,05/02/2024,53.972
Nuevos Ministerios,06/02/2024,57.733
Nuevos Ministerios,07/02/2024,59.086
Nuevos Ministerios,08/02/2024,59.175
Nuevos Ministerios,09/02/2024,51.031
Nuevos Ministerios,10/02/2024,35.446
Nuevos Ministerios,11/02/2024,22.321
Colombia,05/02/2024,15.238
Colombia,06/02/2024,16.896
Colombia,07/02/2024,17.589
Colombia,08/02/2024,17.051
Colombia,09/02/2024,15.119
Colombia,10/02/2024,7.754
Colombia,11/02/2024,4.935
Pinar del Rey,05/02/2024,5.454
Pinar del Rey,06/02/2024,5.783
Pinar del Rey,07/02/2024,5.545
Pinar del Rey,08/02/2024,5.715
Pinar del Rey,09/02/2024,5.614
Pinar del Rey,10/02/2024,3.612
Pinar del Rey,11/02/2024,2.393
Feria de Madrid,05/02/2024,4.707
Feria de Madrid,06/02/2024,8.255
Feria de Madrid,07/02/2024,11.204
Feria de Madrid,08/02/2024,10.538
Feria de Madrid,09/02/2024,9.002
Feria de Madrid,10/02/2024,6.723
Feria de Madrid,11/02/2024,3.732
Aeropuerto T1-T2-T3,05/02/2024,7.351
Aeropuerto T1-T2-T3,06/02/2024,6.059
Aeropuerto T1-T2-T3,07/02/2024,6.205
Aeropuerto T1-T2-T3,08/02/2024,6.739
Aeropuerto T1-T2-T3,09/02/2024,8.562
Aeropuerto T1-T2-T3,10/02/2024,7.183
Aeropuerto T1-T2-T3,11/02/2024,7.830
Barajas,05/02/2024,6.829
Barajas,06/02/2024,7.211
Barajas,07/02/2024,7.249
Barajas,08/02/2024,7.372
Barajas,09/02/2024,7.344
Barajas,10/02/2024,5.025
Barajas,11/02/2024,3.269
Aeropuerto T-4,05/02/2024,6.242
Aeropuerto T-4,06/02/2024,5.681
Aeropuerto T-4,07/02/2024,5.888
Aeropuerto T-4,08/02/2024,6.127
Aeropuerto T-4,09/02/2024,6.898
Aeropuerto T-4,10/02/2024,6.104
Aeropuerto T-4,11/02/2024,5.958
Avenida de América,05/02/2024,43.940
Avenida de América,06/02/2024,45.634
Avenida de América,07/02/2024,45.902
Avenida de América,08/02/2024,45.299
Avenida de América,09/02/2024,45.870
Avenida de América,10/02/2024,23.518
Avenida de América,11/02/2024,18.285
Núñez de Balboa,05/02/2024,13.248
Núñez de Balboa,06/02/2024,14.072
Núñez de Balboa,07/02/2024,14.485
Núñez de Balboa,08/02/2024,14.339
Núñez de Balboa,09/02/2024,13.482
Núñez de Balboa,10/02/2024,7.488
Núñez de Balboa,11/02/2024,4.579
Sáinz de Baranda,05/02/2024,10.544
Sáinz de Baranda,06/02/2024,11.251
Sáinz de Baranda,07/02/2024,11.225
Sáinz de Baranda,08/02/2024,11.187
Sáinz de Baranda,09/02/2024,10.804
Sáinz de Baranda,10/02/2024,6.034
Sáinz de Baranda,11/02/2024,4.164
Herrera Oria,05/02/2024,5.266
Herrera Oria,06/02/2024,5.549
Herrera Oria,07/02/2024,5.686
Herrera Oria,08/02/2024,5.562
Herrera Oria,09/02/2024,5.469
Herrera Oria,10/02/2024,2.924
Herrera Oria,11/02/2024,1.873
Barrio del Pilar,05/02/2024,9.442
Barrio del Pilar,06/02/2024,10.223
Barrio del Pilar,07/02/2024,10.236
Barrio del Pilar,08/02/2024,9.988
Barrio del Pilar,09/02/2024,10.636
Barrio del Pilar,10/02/2024,8.155
Barrio del Pilar,11/02/2024,5.795
Ventilla,05/02/2024,4.465
Ventilla,06/02/2024,4.642
Ventilla,07/02/2024,4.685
Ventilla,08/02/2024,4.841
Ventilla,09/02/2024,4.572
Ventilla,10/02/2024,3.077
Ventilla,11/02/2024,2.550
Duque de Pastrana,05/02/2024,2.493
Duque de Pastrana,06/02/2024,2.639
Duque de Pastrana,07/02/2024,2.605
Duque de Pastrana,08/02/2024,2.676
Duque de Pastrana,09/02/2024,2.611
Duque de Pastrana,10/02/2024,1.071
Duque de Pastrana,11/02/2024,668
Pío XII,05/02/2024,5.265
Pío XII,06/02/2024,5.427
Pío XII,07/02/2024,5.472
Pío XII,08/02/2024,5.401
Pío XII,09/02/2024,5.023
Pío XII,10/02/2024,2.379
Pío XII,11/02/2024,1.819
Concha Espina,05/02/2024,4.947
Concha Espina,06/02/2024,5.081
Concha Espina,07/02/2024,5.130
Concha Espina,08/02/2024,5.106
Concha Espina,09/02/2024,4.873
Concha Espina,10/02/2024,3.047
Concha Espina,11/02/2024,1.571
Cruz del Rayo,05/02/2024,4.060
Cruz del Rayo,06/02/2024,4.192
Cruz del Rayo,07/02/2024,4.521
Cruz del Rayo,08/02/2024,4.614
Cruz del Rayo,09/02/2024,4.275
Cruz del Rayo,10/02/2024,2.019
Cruz del Rayo,11/02/2024,1.986
Ibiza,05/02/2024,5.106
Ibiza,06/02/2024,5.435
Ibiza,07/02/2024,5.668
Ibiza,08/02/2024,5.495
Ibiza,09/02/2024,5.225
Ibiza,10/02/2024,3.962
Ibiza,11/02/2024,2.789
Estrella,05/02/2024,6.247
Estrella,06/02/2024,6.602
Estrella,07/02/2024,6.674
Estrella,08/02/2024,6.392
Estrella,09/02/2024,6.668
Estrella,10/02/2024,4.241
Estrella,11/02/2024,2.998
Vinateros,05/02/2024,7.135
Vinateros,06/02/2024,7.639
Vinateros,07/02/2024,7.481
Vinateros,08/02/2024,7.436
Vinateros,09/02/2024,7.598
Vinateros,10/02/2024,4.370
Vinateros,11/02/2024,2.921
Artilleros,05/02/2024,7.926
Artilleros,06/02/2024,8.262
Artilleros,07/02/2024,8.384
Artilleros,08/02/2024,8.182
Artilleros,09/02/2024,8.309
Artilleros,10/02/2024,5.578
Artilleros,11/02/2024,3.729
Pavones,05/02/2024,7.431
Pavones,06/02/2024,7.890
Pavones,07/02/2024,7.613
Pavones,08/02/2024,7.644
Pavones,09/02/2024,7.595
Pavones,10/02/2024,4.315
Pavones,11/02/2024,2.811
Valdebernardo,05/02/2024,6.473
Valdebernardo,06/02/2024,6.940
Valdebernardo,07/02/2024,6.830
Valdebernardo,08/02/2024,7.179
Valdebernardo,09/02/2024,6.901
Valdebernardo,10/02/2024,4.042
Valdebernardo,11/02/2024,2.761
Vicálvaro,05/02/2024,7.051
Vicálvaro,06/02/2024,7.197
Vicálvaro,07/02/2024,7.251
Vicálvaro,08/02/2024,6.390
Vicálvaro,09/02/2024,6.453
Vicálvaro,10/02/2024,3.288
Vicálvaro,11/02/2024,2.286
San Cipriano,05/02/2024,3.085
San Cipriano,06/02/2024,3.168
San Cipriano,07/02/2024,3.296
San Cipriano,08/02/2024,3.042
San Cipriano,09/02/2024,3.406
San Cipriano,10/02/2024,2.098
San Cipriano,11/02/2024,1.479
Puerta de Arganda,05/02/2024,10.722
Puerta de Arganda,06/02/2024,11.165
Puerta de Arganda,07/02/2024,11.141
Puerta de Arganda,08/02/2024,6.780
Puerta de Arganda,09/02/2024,9.538
Puerta de Arganda,10/02/2024,5.191
Puerta de Arganda,11/02/2024,3.827
Rivas Urbanizaciones,05/02/2024,4.111
Rivas Urbanizaciones,06/02/2024,4.268
Rivas Urbanizaciones,07/02/2024,4.429
Rivas Urbanizaciones,08/02/2024,2.315
Rivas Urbanizaciones,09/02/2024,4.077
Rivas Urbanizaciones,10/02/2024,2.633
Rivas Urbanizaciones,11/02/2024,1.543
Rivas Futura,05/02/2024,4.860
Rivas Futura,06/02/2024,5.107
Rivas Futura,07/02/2024,5.128
Rivas Futura,08/02/2024,3.544
Rivas Futura,09/02/2024,5.188
Rivas Futura,10/02/2024,3.679
Rivas Futura,11/02/2024,2.346
Rivas Vaciamadrid,05/02/2024,1.479
Rivas Vaciamadrid,06/02/2024,1.546
Rivas Vaciamadrid,07/02/2024,1.560
Rivas Vaciamadrid,08/02/2024,1.137
Rivas Vaciamadrid,09/02/2024,1.554
Rivas Vaciamadrid,10/02/2024,854
Rivas Vaciamadrid,11/02/2024,521
La Poveda,05/02/2024,1.329
La Poveda,06/02/2024,1.607
La Poveda,07/02/2024,1.443
La Poveda,08/02/2024,1.074
La Poveda,09/02/2024,1.364
La Poveda,10/02/2024,806
La Poveda,11/02/2024,451
Arganda del Rey,05/02/2024,4.122
Arganda del Rey,06/02/2024,4.641
Arganda del Rey,07/02/2024,4.522
Arganda del Rey,08/02/2024,3.226
Arganda del Rey,09/02/2024,4.390
Arganda del Rey,10/02/2024,3.263
Arganda del Rey,11/02/2024,1.947
Mirasierra,05/02/2024,3.558
Mirasierra,06/02/2024,3.674
Mirasierra,07/02/2024,3.679
Mirasierra,08/02/2024,3.524
Mirasierra,09/02/2024,3.488
Mirasierra,10/02/2024,1.792
Mirasierra,11/02/2024,1.045
Paco de Lucía,05/02/2024,3.922
Paco de Lucía,06/02/2024,4.125
Paco de Lucía,07/02/2024,4.056
Paco de Lucía,08/02/2024,4.096
Paco de Lucía,09/02/2024,3.822
Paco de Lucía,10/02/2024,1.944
Paco de Lucía,11/02/2024,1.102
Plaza de Castilla,05/02/2024,53.454
Plaza de Castilla,06/02/2024,55.909
Plaza de Castilla,07/02/2024,55.909
Plaza de Castilla,08/02/2024,55.909
Plaza de Castilla,09/02/2024,54.358
Plaza de Castilla,10/02/2024,30.406
Plaza de Castilla,11/02/2024,22.872
Tribunal,05/02/2024,14.790
Tribunal,06/02/2024,15.896
Tribunal,07/02/2024,17.021
Tribunal,08/02/2024,17.873
Tribunal,09/02/2024,19.683
Tribunal,10/02/2024,19.342
Tribunal,11/02/2024,12.115
Chamartín,05/02/2024,20.865
Chamartín,06/02/2024,20.651
Chamartín,07/02/2024,21.388
Chamartín,08/02/2024,21.354
Chamartín,09/02/2024,20.754
Chamartín,10/02/2024,13.542
Chamartín,11/02/2024,13.500
Alonso Martínez,05/02/2024,17.632
Alonso Martínez,06/02/2024,19.149
Alonso Martínez,07/02/2024,19.903
Alonso Martínez,08/02/2024,19.903
Alonso Martínez,09/02/2024,19.287
Alonso Martínez,10/02/2024,13.227
Alonso Martínez,11/02/2024,8.004
Gregorio Marañón,05/02/2024,14.735
Gregorio Marañón,06/02/2024,16.036
Gregorio Marañón,07/02/2024,16.279
Gregorio Marañón,08/02/2024,15.842
Gregorio Marañón,09/02/2024,14.181
Gregorio Marañón,10/02/2024,7.008
Gregorio Marañón,11/02/2024,4.238
Fuencarral,05/02/2024,5.461
Fuencarral,06/02/2024,5.722
Fuencarral,07/02/2024,5.833
Fuencarral,08/02/2024,5.605
Fuencarral,09/02/2024,5.736
Fuencarral,10/02/2024,3.974
Fuencarral,11/02/2024,3.053
Begoña,05/02/2024,15.582
Begoña,06/02/2024,16.499
Begoña,07/02/2024,16.985
Begoña,08/02/2024,16.667
Begoña,09/02/2024,15.456
Begoña,10/02/2024,6.600
Begoña,11/02/2024,4.640
Cuzco,05/02/2024,12.117
Cuzco,06/02/2024,13.176
Cuzco,07/02/2024,13.237
Cuzco,08/02/2024,13.417
Cuzco,09/02/2024,11.735
Cuzco,10/02/2024,6.838
Cuzco,11/02/2024,3.287
Santiago Bernabéu,05/02/2024,13.121
Santiago Bernabéu,06/02/2024,13.437
Santiago Bernabéu,07/02/2024,14.005
Santiago Bernabéu,08/02/2024,14.368
Santiago Bernabéu,09/02/2024,14.386
Santiago Bernabéu,10/02/2024,25.339
Santiago Bernabéu,11/02/2024,7.446
Lago,05/02/2024,2.690
Lago,06/02/2024,2.786
Lago,07/02/2024,2.934
Lago,08/02/2024,2.251
Lago,09/02/2024,3.742
Lago,10/02/2024,4.204
Lago,11/02/2024,2.280
Batán,05/02/2024,5.332
Batán,06/02/2024,5.617
Batán,07/02/2024,5.641
Batán,08/02/2024,5.516
Batán,09/02/2024,5.648
Batán,10/02/2024,4.494
Batán,11/02/2024,2.985
Colonia Jardín,05/02/2024,21.947
Colonia Jardín,06/02/2024,22.710
Colonia Jardín,07/02/2024,23.078
Colonia Jardín,08/02/2024,22.393
Colonia Jardín,09/02/2024,22.139
Colonia Jardín,10/02/2024,11.850
Colonia Jardín,11/02/2024,7.094
Aviación Española,05/02/2024,5.856
Aviación Española,06/02/2024,6.034
Aviación Española,07/02/2024,6.376
Aviación Española,08/02/2024,6.148
Aviación Española,09/02/2024,6.272
Aviación Española,10/02/2024,3.501
Aviación Española,11/02/2024,2.218
Cuatro Vientos,05/02/2024,7.693
Cuatro Vientos,06/02/2024,8.130
Cuatro Vientos,07/02/2024,8.457
Cuatro Vientos,08/02/2024,7.743
Cuatro Vientos,09/02/2024,7.557
Cuatro Vientos,10/02/2024,4.049
Cuatro Vientos,11/02/2024,2.477
Joaquín Vilumbrales,05/02/2024,5.705
Joaquín Vilumbrales,06/02/2024,6.083
Joaquín Vilumbrales,07/02/2024,6.127
Joaquín Vilumbrales,08/02/2024,5.992
Joaquín Vilumbrales,09/02/2024,5.929
Joaquín Vilumbrales,10/02/2024,3.874
Joaquín Vilumbrales,11/02/2024,2.315
Tres Olivos,05/02/2024,3.175
Tres Olivos,06/02/2024,3.478
Tres Olivos,07/02/2024,3.692
Tres Olivos,08/02/2024,3.448
Tres Olivos,09/02/2024,3.550
Tres Olivos,10/02/2024,2.566
Tres Olivos,11/02/2024,1.187
Montecarmelo,05/02/2024,3.640
Montecarmelo,06/02/2024,3.770
Montecarmelo,07/02/2024,3.832
Montecarmelo,08/02/2024,3.853
Montecarmelo,09/02/2024,3.782
Montecarmelo,10/02/2024,1.931
Montecarmelo,11/02/2024,1.015
Las Tablas,05/02/2024,6.191
Las Tablas,06/02/2024,6.641
Las Tablas,07/02/2024,6.789
Las Tablas,08/02/2024,6.672
Las Tablas,09/02/2024,6.540
Las Tablas,10/02/2024,3.275
Las Tablas,11/02/2024,1.840
Ronda de la Comunicación,05/02/2024,1.639
Ronda de la Comunicación,06/02/2024,2.027
Ronda de la Comunicación,07/02/2024,2.125
Ronda de la Comunicación,08/02/2024,1.986
Ronda de la Comunicación,09/02/2024,1.301
Ronda de la Comunicación,10/02/2024,487
Ronda de la Comunicación,11/02/2024,388
La Granja,05/02/2024,3.182
La Granja,06/02/2024,3.310
La Granja,07/02/2024,3.242
La Granja,08/02/2024,3.155
La Granja,09/02/2024,2.721
La Granja,10/02/2024,831
La Granja,11/02/2024,525
La Moraleja,05/02/2024,4.304
La Moraleja,06/02/2024,4.709
La Moraleja,07/02/2024,4.737
La Moraleja,08/02/2024,4.425
La Moraleja,09/02/2024,4.159
La Moraleja,10/02/2024,2.380
La Moraleja,11/02/2024,1.391
Marqués de la Valdavia,05/02/2024,5.212
Marqués de la Valdavia,06/02/2024,5.380
Marqués de la Valdavia,07/02/2024,5.485
Marqués de la Valdavia,08/02/2024,5.440
Marqués de la Valdavia,09/02/2024,5.529
Marqués de la Valdavia,10/02/2024,3.624
Marqués de la Valdavia,11/02/2024,2.633
Manuel de Falla,05/02/2024,3.359
Manuel de Falla,06/02/2024,3.418
Manuel de Falla,07/02/2024,3.241
Manuel de Falla,08/02/2024,3.273
Manuel de Falla,09/02/2024,3.705
Manuel de Falla,10/02/2024,2.201
Manuel de Falla,11/02/2024,1.345
Baunatal,05/02/2024,3.036
Baunatal,06/02/2024,3.073
Baunatal,07/02/2024,3.192
Baunatal,08/02/2024,3.098
Baunatal,09/02/2024,3.433
Baunatal,10/02/2024,1.774
Baunatal,11/02/2024,1.034
Reyes Católicos,05/02/2024,3.227
Reyes Católicos,06/02/2024,3.313
Reyes Católicos,07/02/2024,3.393
Reyes Católicos,08/02/2024,3.178
Reyes Católicos,09/02/2024,3.368
Reyes Católicos,10/02/2024,2.214
Reyes Católicos,11/02/2024,1.509
Hospital Infanta Sofía,05/02/2024,4.242
Hospital Infanta Sofía,06/02/2024,4.404
Hospital Infanta Sofía,07/02/2024,4.450
Hospital Infanta Sofía,08/02/2024,4.388
Hospital Infanta Sofía,09/02/2024,4.505
Hospital Infanta Sofía,10/02/2024,2.711
Hospital Infanta Sofía,11/02/2024,1.919
Las Tablas,05/02/2024,1.891
Las Tablas,06/02/2024,3.109
Las Tablas,07/02/2024,2.338
Las Tablas,08/02/2024,2.427
Las Tablas,09/02/2024,2.705
Las Tablas,10/02/2024,1.418
Las Tablas,11/02/2024,871
