cod_est;nom_est;Latitud;Longitud;edad_media;hog_tot;pob_tot;pers_hog;renta_pers;renta_hog;%pob_ext;%pob_15;%pob_1664;%pob_65;densidad;%hog_1;%hog_2;%hog_3;%hog_4;%hog_5;%hog_6;%hog_7;%hog_8;%hog_9;%hog_10;%hog_11;%hog_12;%hog_13;%hog_14;%hog_15;%hog_16;%hog_17;%hog_18;%hog_19;%hog_20;%hog_21;%hog_22;Eventodromo;conducta;por_pobact;nu_lineas;nu_lin_cerc;nu_businter;in_bus_lr;in_renfe_lr;in_oficinattp;in_eventos;in_parkdisgra;in_parkdispag
717;Valdezarza;40,46464343;-3,715986324;46,2;6787;15555;2,3;16975,76;40840,86;0,1352;0,1353;0,6413;0,2131;207,15;0,0837;0,0901;0,1128;0,03;0,0186;0,0052;0,1292;0,1328;0,0579;0,0572;0,0104;0,0597;0,0157;0,004;0,0756;0,0401;0,0044;0,0013;0,0278;0,0324;0,0006;0,0002;;labest;0,4074;1;0;0;0;0;0;0;0;0
718;Antonio Machado;40,46991524;-3,718140091;46,68;7303;17208;2,4;19713,77;47702,35;0,1019;0,1312;0,6002;0,2411;223,23;0,0827;0,0801;0,0979;0,0357;0,0202;0,0052;0,1164;0,1556;0,0601;0,057;0,0084;0,0578;0,0136;0,005;0,0768;0,04;0,0042;0,001;0,0278;0,0263;0,0004;0,0003;;labest;0,3845;1;0;0;0;0;0;0;0;0
719;Peñagrande;40,47604142;-3,716042509;47,02;12833;28799;2,2;16854,28;38908,6;0,1152;0,118;0,6208;0,2414;375,02;0,0868;0,0805;0,1124;0,0332;0,0197;0,0049;0,1308;0,154;0,0521;0,0455;0,0083;0,0565;0,0144;0,0037;0,0764;0,0369;0,0042;0,001;0,0331;0,0257;0,0001;0,0002;;labest;0,404;1;0;0;0;0;0;0;0;0
720;Avenida de la Ilustración;40,48010149;-3,718364832;48,15;9721;22315;2,3;17537,13;41152,53;0,1128;0,1159;0,5902;0,2562;288,62;0,0747;0,0699;0,1221;0,0321;0,02;0,0043;0,1123;0,1628;0,0451;0,0426;0,0082;0,062;0,017;0,0041;0,082;0,0372;0,0045;0,0015;0,0322;0,0271;0,0001;0,0004;;labest;0,3823;1;0;0;0;0;0;0;0;0
721;Lacoma;40,48484505;-3,723084391;46,58;5790;14950;2,6;20626,87;54026,14;0,0807;0,132;0,6138;0,2386;190,72;0,0576;0,0597;0,0922;0,0313;0,0209;0,0061;0,0947;0,1689;0,0435;0,0526;0,0195;0,0841;0,0194;0,0082;0,0813;0,0642;0,0059;0,0019;0,0333;0,038;0,0002;0,0008;;labest;0,3933;1;0;0;0;0;0;0;0;0
722;Arroyofresno;40,49079895;-3,725949838;37,77;1849;5444;2,9;24050,84;73096,35;0,0425;0,2925;0,6092;0,0988;71,69;0,0463;0,0537;0,0317;0,0124;0,0372;0,0118;0,081;0,0829;0,091;0,1657;0,0917;0,0585;0,0229;0,0212;0,0507;0,0641;0,0085;0,0041;0,0252;0,0365;0,0001;0,0035;;labest;0,3939;1;0;0;0;0;0;0;0;0
723;Pitis;40,49542781;-3,725725097;30,05;1043;3157;3;22897,72;72556,14;0,0429;0,3528;0,596;0,0518;42,66;0,0476;0,0541;0,0159;0,0097;0,0401;0,0122;0,0764;0,0417;0,1161;0,2201;0,1103;0,0408;0,0217;0,0298;0,0489;0,0437;0,0112;0,0043;0,0187;0,0313;0;0,0061;;labest;0,3777;1;3;0;0;0;0;0;0;1
751;Estadio Metropolitano;40,4334481;-3,601397555;41,31;1138;3241;2,8;20488,57;57555,62;0,0816;0,1212;0,748;0,128;41,46;0,0544;0,0706;0,0405;0,0227;0,021;0,0071;0,1127;0,1108;0,0552;0,0563;0,0104;0,1171;0,0365;0,0041;0,0776;0,1427;0,0082;0;0,0168;0,0311;0,0014;0;Estadio Metropolitano;evento;0,4757;1;0;3;0;0;0;1;1;0
802;Colombia;40,45723744;-3,67696021;46,14;8674;19679;2,3;27662,06;65712,15;0,0964;0,1409;0,6021;0,2373;255,61;0,107;0,0907;0,1156;0,0361;0,0172;0,0049;0,1046;0,1404;0,0485;0,0492;0,0175;0,0358;0,0124;0,007;0,0794;0,0328;0,0051;0,0014;0,0312;0,0428;0,0003;0,0006;;labvol;0,3911;2;0;0;0;0;0;0;0;0
803;Pinar del Rey;40,46811073;-3,648044825;46,47;5141;12097;2,4;17568,28;42331,41;0,1583;0,1238;0,6459;0,2275;157,15;0,0874;0,0868;0,115;0,0349;0,0212;0,0028;0,1197;0,1496;0,0579;0,0439;0,0052;0,0582;0,021;0,0044;0,0707;0,0443;0,004;0,0017;0,0281;0,0386;0,0009;0,0008;;labest;0,4073;1;0;0;0;0;0;0;0;0
805;Feria de Madrid;40,46403942;-3,616330575;38,24;108;326;3;32685;98221;0,0672;0,1804;0,7476;0,0725;4,25;0,0654;0,0636;0,0127;0,0145;0,0236;0,0054;0,1071;0,0708;0,069;0,1199;0,0218;0,089;0,0454;0,0127;0,069;0,1307;0,02;0;0,0109;0,049;0;0;IFEMA;evento;0,4729;1;0;1;0;0;0;1;0;0
806;Aeropuerto T1-T2-T3;40,46831194;-3,571234139;42,31;19;50;2,6;11509;30541;0,2561;0,1516;0,6956;0,1511;0,66;0,0681;0,0904;0,0848;0,0375;0,0195;0,0056;0,1251;0,1112;0,0654;0,0445;0,0181;0,0598;0,025;0,007;0,082;0,0334;0,007;0,0056;0,0487;0,0556;0,0014;0,0028;;finvol;0,4459;1;0;2;0;0;1;0;0;0
807;Barajas;40,47580564;-3,582647438;43,15;3063;7260;2,4;16342,56;40385,67;0,1486;0,1685;0,6825;0,1391;94,53;0,1225;0,1117;0,0559;0,0221;0,0463;0,0075;0,157;0,0861;0,0792;0,0664;0,0105;0,0469;0,0169;0,0058;0,0615;0,0291;0,007;0,0015;0,026;0,0284;0,0011;0,0006;;labest;0,4452;1;0;6;0;0;0;0;0;0
808;Aeropuerto T-4;40,49136479;-3,59324589;42,31;19;50;2,6;11509;30541;0,2567;0,152;0,6972;0,1514;0,66;0,0683;0,0906;0,085;0,0376;0,0195;0,0056;0,1254;0,1115;0,0655;0,0446;0,0181;0,0599;0,0251;0,007;0,0822;0,0334;0,007;0,0056;0,0488;0,0557;0,0014;0,0028;;finvol;0,451;1;2;2;0;0;1;0;0;0
901;Herrera Oria;40,48459242;-3,707555295;50,25;4912;12994;2,6;24858,94;65906,4;0,0672;0,1379;0,5537;0,3008;165,46;0,0374;0,0382;0,1038;0,0327;0,0144;0,0032;0,0588;0,2082;0,0333;0,0628;0,0227;0,0569;0,0137;0,0068;0,1083;0,0592;0,0117;0,0049;0,0424;0,07;0,002;0,001;;labest;0,3306;1;0;1;0;0;0;0;0;0
902;Barrio del Pilar;40,47624572;-3,703167652;50,32;9557;21943;2,3;19358,81;45382,59;0,1083;0,1057;0,5542;0,3374;282,68;0,0692;0,0652;0,1292;0,0392;0,0117;0,0039;0,0997;0,2144;0,0435;0,0377;0,0088;0,0521;0,0129;0,0037;0,1015;0,0316;0,0029;0,001;0,0392;0,0289;0,0007;0,0003;;finest;0,358;1;0;0;0;0;0;0;0;0
903;Ventilla;40,4696188;-3,695724704;43,15;9358;21873;2,3;14318,62;34548,8;0,2185;0,1147;0,7021;0,17;290,21;0,1176;0,1241;0,0823;0,0318;0,0192;0,0034;0,1501;0,1018;0,0419;0,0294;0,0079;0,0497;0,0135;0,0063;0,0785;0,0285;0,0064;0,003;0,0381;0,0505;0,0022;0,0003;;finest;0,4534;1;0;0;0;0;0;0;0;0
905;Duque de Pastrana;40,4675532;-3,679387947;41,88;2501;6932;2,8;33391,86;89966,83;0,1122;0,1736;0,6206;0,1902;89,91;0,0947;0,0891;0,0782;0,0349;0,0163;0,0081;0,0886;0,1221;0,0386;0,0505;0,0396;0,0411;0,0121;0,0154;0,0819;0,0431;0,0093;0,0017;0,0388;0,0765;0,0029;0,0008;;labest;0,4006;1;0;0;0;0;0;0;0;0
906;Pío XII;40,46256444;-3,676028874;43,09;4174;10943;2,6;30739,21;80833,56;0,1116;0,1745;0,6091;0,194;143,51;0,0928;0,0856;0,0775;0,0343;0,0183;0,006;0,0766;0,1216;0,0392;0,0577;0,0344;0,0357;0,0158;0,0159;0,0909;0,035;0,0071;0,0028;0,0438;0,085;0,0012;0,0003;;labest;0,3954;1;0;0;0;0;0;0;0;0
908;Concha Espina;40,45041648;-3,677807565;46,22;5898;14303;2,4;27619,44;68477,17;0,1083;0,1361;0,5985;0,2354;184,42;0,0877;0,076;0,1003;0,0323;0,0156;0,0044;0,0908;0,1518;0,0424;0,0453;0,0189;0,0413;0,0119;0,0089;0,0948;0,0372;0,0068;0,002;0,0418;0,0577;0,0011;0,001;;labest;0,3975;1;0;0;0;0;0;0;0;0
909;Cruz del Rayo;40,44426445;-3,678348911;45,76;9983;20951;2,1;24443,78;53961,19;0,1577;0,1227;0,6387;0,2333;274,2;0,1265;0,1132;0,1079;0,0311;0,0142;0,0045;0,1214;0,1329;0,0384;0,0386;0,015;0,0383;0,0096;0,0059;0,079;0,0249;0,0053;0,0017;0,0337;0,0506;0,0012;0,001;;labest;0,414;1;0;0;0;0;0;0;0;0
913;Ibiza;40,4183928;-3,678395137;46,76;9312;20328;2,2;25953,65;59833,27;0,1591;0,11;0,617;0,2554;265,06;0,0958;0,0912;0,1211;0,0388;0,0152;0,0031;0,1173;0,1441;0,0408;0,0386;0,0114;0,0454;0,01;0,0041;0,0906;0,03;0,0051;0,0012;0,0392;0,039;0,0001;0,0003;;finest;0,4042;1;0;0;0;0;0;0;0;0
915;Estrella;40,41126926;-3,661552729;49,12;6290;15710;2,5;22605,51;57405,4;0,0878;0,1137;0,5664;0,3077;203,1;0,0575;0,051;0,1276;0,0309;0,0138;0,0035;0,081;0,2136;0,035;0,0401;0,0118;0,0579;0,0141;0,0053;0,1013;0,0462;0,0067;0,0037;0,0404;0,0455;0,0004;0,0005;;labest;0,3642;1;0;0;0;0;0;0;0;0
916;Vinateros;40,41038378;-3,652673341;50,2;8071;17958;2,2;16916,7;38546,84;0,1204;0,1004;0,5993;0,2817;234,13;0,0745;0,068;0,1382;0,0357;0,0157;0,0021;0,104;0,1911;0,0408;0,0312;0,0066;0,061;0,0129;0,0031;0,0776;0,0444;0,0046;0,0022;0,0324;0,0349;0,0004;0,0002;;labest;0,3767;1;0;0;0;0;0;0;0;0
917;Artilleros;40,40518217;-3,641727804;48,61;9023;20997;2,3;14937,5;35568,69;0,1436;0,1058;0,6;0,2683;274,47;0,0713;0,0671;0,138;0,0332;0,017;0,0033;0,1018;0,1783;0,0416;0,0314;0,004;0,0551;0,0162;0,0064;0,0853;0,0374;0,0048;0,0022;0,0363;0,0427;0,0003;0,0002;;labest;0,3924;1;0;0;0;0;0;0;0;0
918;Pavones;40,40055612;-3,635107855;48,48;4184;10460;2,5;15142,08;37845,81;0,1759;0,0994;0,61;0,2755;137,09;0,0513;0,0591;0,1324;0,0334;0,0154;0,0025;0,1024;0,1896;0,0425;0,0325;0,007;0,0609;0,0163;0,0041;0,0972;0,0436;0,0059;0,0017;0,0391;0,0449;0,0026;0,0002;;labest;0,3939;1;0;0;0;0;0;0;0;0
919;Valdebernardo;40,40000654;-3,621637932;44,96;4487;12353;2,8;16990,27;46126,32;0,0872;0,0978;0,7353;0,166;158,16;0,0605;0,0574;0,0712;0,0272;0,0149;0,0028;0,123;0,121;0,0373;0,0313;0,0091;0,135;0,027;0,0051;0,0752;0,1176;0,006;0,0028;0,0257;0,0474;0,0011;0,0005;;labest;0,467;1;0;0;0;0;0;0;0;0
920;Vicálvaro;40,40424278;-3,608945523;45,79;6941;16868;2,4;12329,62;31179,32;0,2233;0,1302;0,6579;0,1902;226,17;0,0691;0,0707;0,097;0,0292;0,017;0,0032;0,1183;0,1393;0,053;0,0459;0,009;0,0628;0,0252;0,0077;0,0804;0,0482;0,0074;0,0034;0,0357;0,0541;0,0007;0,0009;;labest;0,4144;1;0;1;0;0;0;0;0;0
921;San Cipriano;40,40395063;-3,603526471;44,09;8211;20610;2,5;13005,43;33724,34;0,2065;0,1431;0,6715;0,1782;272,6;0,0712;0,0808;0,0807;0,0289;0,0238;0,0034;0,1238;0,1292;0,061;0,0546;0,0081;0,0731;0,0279;0,0069;0,0806;0,0451;0,0069;0,0039;0,0369;0,0451;0,0002;0,0006;;labest;0,4261;1;0;1;0;0;0;0;0;0
922;Puerta de Arganda;40,40117033;-3,596110305;40,09;2838;7622;2,7;16280,06;44495,2;0,2268;0,2181;0,6961;0,0834;97,96;0,0737;0,1097;0,0356;0,021;0,0379;0,0037;0,1338;0,0576;0,0796;0,0792;0,0442;0,0633;0,0433;0,0209;0,0532;0,0468;0,0092;0,015;0,028;0,0396;0,0006;0,0016;;labest;0,456;1;3;1;0;0;0;0;1;0
951;Mirasierra;40,49107288;-3,716316901;44,48;2555;7097;2,8;25342,85;67587,41;0,0518;0,1631;0,6215;0,216;91,09;0,0469;0,0505;0,085;0,0246;0,0184;0,0042;0,0691;0,1572;0,0415;0,0647;0,0365;0,0684;0,021;0,0128;0,0923;0,0783;0,0095;0,0049;0,0406;0,0721;0,0014;0,0005;;labest;0,4017;1;0;0;0;0;0;0;0;0
952;Paco de Lucía;40,49979652;-3,709363423;39,36;2349;7318;3,1;29701,78;90062,1;0,0678;0,2451;0,6366;0,1166;94,79;0,0474;0,0526;0,0427;0,0149;0,0375;0,0101;0,0776;0,0957;0,0696;0,0948;0,0672;0,0596;0,0298;0,0289;0,0702;0,0648;0,021;0,0068;0,0268;0,0786;0,0009;0,001;;labest;0,3938;1;3;0;0;0;0;0;0;0
1001;Fuencarral;40,49509202;-3,693221984;43,47;4556;11621;2,6;13216,02;34961,51;0,1652;0,1261;0,6555;0,1964;152,53;0,0745;0,0909;0,1096;0,0268;0,018;0,0043;0,1197;0,1268;0,0394;0,0343;0,0116;0,0531;0,0199;0,0095;0,0903;0,0396;0,0071;0,0026;0,0423;0,0559;0,0007;0,001;;labest;0,434;1;0;0;0;0;0;0;1;0
1002;Begoña;40,48046247;-3,68570587;44,8;2315;5240;2,3;19054,59;45340,84;0,1543;0,1137;0,6288;0,2567;70,94;0,0935;0,0927;0,0892;0,0324;0,0129;0,004;0,1228;0,1753;0,0453;0,0389;0,0156;0,058;0,0137;0,004;0,0894;0,0371;0,004;0,001;0,0327;0,036;0,0003;0,0005;;labvol;0,4295;1;0;18;0;0;0;0;0;0
1005;Cuzco;40,45829575;-3,689950478;46,74;6816;15543;2,3;33154,04;82599,28;0,1046;0,1249;0,6081;0,2533;202,24;0,1014;0,1048;0,1091;0,0416;0,0123;0,0037;0,0968;0,1465;0,0364;0,039;0,0168;0,0424;0,0105;0,0083;0,0854;0,0381;0,0038;0,0012;0,0351;0,0519;0,0006;0,0006;Estadio Santiago Bernabéu;labvol;0,3949;1;0;0;0;0;0;0;0;0
1006;Santiago Bernabéu;40,45223183;-3,690700526;45,52;4987;12272;2,5;32454,9;81420,21;0,113;0,121;0,6341;0,2291;158,81;0,1226;0,1125;0,0996;0,0349;0,0119;0,0043;0,1027;0,1283;0,0343;0,0358;0,0174;0,0398;0,0087;0,0073;0,0858;0,0396;0,0043;0,0018;0,0392;0,0525;0,0006;0,0003;Estadio Santiago Bernabéu;evento;0,4024;1;0;0;0;0;0;1;0;0
1013;Lago;40,41648499;-3,734914512;46,76;431;908;2,1;16929,06;37428,93;0,1254;0,1021;0,6697;0,2288;11,99;0,1136;0,1195;0,1279;0,0383;0,0155;0,0017;0,15;0,1283;0,0498;0,0382;0,005;0,0356;0,0101;0,0018;0,0767;0,0291;0,0051;0,0016;0,0196;0,033;0;0,0001;Madrid Arena;finvol;0,4401;1;0;0;0;0;0;1;0;0
1014;Batán;40,40771671;-3,752898055;46,54;4184;9880;2,4;14990,32;36425,22;0,1502;0,1055;0,6462;0,2347;129,86;0,0983;0,1026;0,132;0,0378;0,015;0,0017;0,1303;0,1396;0,0473;0,0376;0,0052;0,0448;0,0132;0,0032;0,0755;0,0325;0,005;0,0016;0,0244;0,0384;0,0002;0,0002;;finest;0,4105;1;0;0;0;0;0;0;0;0
1016;Colonia Jardín;40,39714117;-3,774406125;43,86;5175;13092;2,5;13033,36;34260,68;0,1888;0,1042;0,5634;0,187;176,35;0,0653;0,0716;0,0893;0,0355;0,0132;0,0021;0,0976;0,1286;0,0409;0,0333;0,0079;0,0532;0,0169;0,0047;0,0713;0,0286;0,0068;0,0024;0,0316;0,0532;0,0005;0,0003;;labvol;0,4354;3;0;14;0;0;0;0;1;0
1018;Aviación Española;40,38375084;-3,783984945;47,67;3453;8047;2,3;12926,29;30840,78;0,1081;0,1139;0,5913;0,2845;105,4;0,0636;0,0707;0,0952;0,0333;0,0144;0,004;0,1043;0,196;0,0411;0,0467;0,0105;0,0708;0,0149;0,0041;0,1098;0,0327;0,0041;0,0013;0,0388;0,0316;0,0015;0,0005;;labest;0,3984;1;0;0;0;0;0;0;0;1
1019;Cuatro Vientos;40,37776151;-3,791618153;52,99;1048;2682;2,6;19861,48;50660,47;0,0762;0,1219;0,6667;0,2119;34,18;0,0949;0,1214;0,0628;0,0292;0,0169;0,0075;0,1007;0,1533;0,0523;0,0676;0,0089;0,0664;0,0182;0,0031;0,0785;0,0586;0,0022;0,0006;0,0291;0,0242;0,0032;0,001;;labest;0,3205;1;1;20;0;0;0;0;1;0
1051;Tres Olivos;40,50048278;-3,694306674;41,14;2160;5884;2,7;22117,5;61711,91;0,0809;0,1627;0,6773;0,1603;75,87;0,0685;0,0858;0,0767;0,0236;0,0281;0,008;0,1064;0,1058;0,0557;0,0665;0,0286;0,0727;0,024;0,0112;0,0803;0,0661;0,009;0,0029;0,0307;0,048;0,0007;0,0011;;labest;0,4327;1;0;0;0;0;0;0;0;0
1052;Montecarmelo;40,50529602;-3,695944949;35,01;2993;8588;2,9;25499,85;74772,15;0,0613;0,2601;0,6558;0,0781;111,78;0,0779;0,0908;0,0336;0,016;0,0472;0,0159;0,1014;0,0585;0,1019;0,1354;0,0516;0,0513;0,0338;0,0118;0,0529;0,0539;0,0102;0,0029;0,0137;0,0315;0,0001;0,0015;;labest;0,4131;1;0;0;0;0;0;0;0;0
1053;Las Tablas;40,50832111;-3,66943796;33,59;3456;9859;2,9;23195,77;69130,43;0,1123;0,2987;0,6563;0,045;128,51;0,0802;0,0949;0,021;0,007;0,0472;0,0181;0,1184;0,0346;0,1161;0,1697;0,0569;0,0342;0,0358;0,0167;0,046;0,0415;0,0131;0,005;0,016;0,0264;0;0,0013;;labest;0,4178;2;0;0;0;0;0;0;0;0
1054;Ronda de la Comunicación;40,51572201;-3,662893708;34;435;1230;2,8;26760,54;79643,74;0,1064;0,1984;0,4822;0,0513;15,87;0,083;0,091;0,0153;0,0065;0,0278;0,0102;0,1004;0,0244;0,0663;0,1109;0,0335;0,0272;0,0218;0,0099;0,0369;0,0191;0,0079;0,0033;0,0128;0,02;0,0021;0,0015;;labest;0,4214;1;0;0;0;0;0;0;0;0
1102;Abrantes;40,38060655;-3,728177916;42,4;8802;23853;2,7;10670,24;30192,56;0,2506;0,1477;0,6822;0,163;322,9;0,0727;0,0768;0,0882;0,0279;0,0241;0,0033;0,1099;0,1166;0,0587;0,0478;0,0115;0,0649;0,0373;0,0111;0,0731;0,042;0,0083;0,0038;0,0372;0,075;0,002;0,0008;;finest;0,4367;1;0;1;0;0;0;0;0;0
1103;Pan Bendito;40,37591565;-3,734394476;42,08;5618;15964;2,8;11010,2;32189,72;0,2078;0,1529;0,6617;0,1741;214,38;0,0689;0,0824;0,0776;0,0245;0,0285;0,0041;0,1062;0,1079;0,0619;0,0572;0,0123;0,0648;0,0339;0,0108;0,067;0,0482;0,0104;0,004;0,0389;0,0722;0,0063;0,0007;;finest;0,4345;1;0;1;0;0;0;0;0;0
1104;San Francisco;40,37373976;-3,739724502;40,97;5758;15567;2,7;11304,98;32253,89;0,2139;0,1672;0,6904;0,1384;211,97;0,0754;0,0908;0,0687;0,025;0,0322;0,005;0,1168;0,0975;0,0669;0,0638;0,0124;0,0661;0,0292;0,0108;0,0684;0,0483;0,0097;0,0048;0,0377;0,0636;0,0022;0,0004;;finest;0,4397;1;0;1;0;0;0;0;0;0
1105;Carabanchel Alto;40,37202541;-3,751846597;44,09;5154;13420;2,6;11648,37;30900,67;0,2642;0,1254;0,6717;0,1939;179,88;0,0751;0,09;0,0876;0,0278;0,0197;0,0052;0,1195;0,1304;0,058;0,0335;0,0064;0,0699;0,0212;0,0057;0,0772;0,0406;0,0071;0,004;0,0439;0,0648;0,0031;0,0003;;finest;0,4279;1;0;5;0;0;0;0;0;0
1106;La Peseta;40,36318296;-3,757339908;38,81;4759;13341;2,8;14610,11;41829,27;0,123;0,1898;0,7206;0,0879;172,6;0,0881;0,1007;0,0369;0,0142;0,029;0,008;0,124;0,0679;0,0907;0,0968;0,0127;0,0705;0,0585;0,0082;0,0533;0,0665;0,0075;0,0015;0,0224;0,039;0,0006;0,0016;;labest;0,4567;1;0;0;0;0;0;0;0;0